Title,Author,Publisher,,,,,,
Trouble On Triton: An Ambiguous Heterotopia,"Samuel R. Delany,Kathy Acker",Wesleyan,,,,,,
Death Is Now My Neighbor,Colin Dexter,Crown,,,,,,
Morse's Greatest Mystery,Colin Dexter,Crown,,,,,,
The Virgin In The Garden,A.S. Byatt,Vintage Books,,,,,,
The Marriage Of Sticks,Jonathan Carroll,Tor Books,,,,,,
A Home At The End Of The World: A Novel,Michael Cunningham,Picador,,,,,,
Gospel: A Novel,Wilton Barnhardt,Picador,,,,,,
Wasteland,Francesca Lia Block,HarperTeen,,,,,,
Bodily Harm,Margaret Atwood,Bantam,,,,,,
The Edible Woman,Margaret Atwood,Bantam,,,,,,
Doctor Copernicus,John Banville,Vintage,,,,,,
Hometown Brew,Ellen Akins,Knopf,,,,,,
The Flower In The Skull: A Novel,Kathleen Alcal,Chronicle Books,,,,,,
Emotionally Weird,Kate Atkinson,Picador USA,,,,,,
Human Croquet: A Novel,Kate Atkinson,Picador,,,,,,
"The Return Of The Caravels (Antunes, Antonio Lobo)","Antonio Lobo Antunes,Gregory Rabassa",Grove Press,,,,,,
Handmaid's Tale,Margaret Atwood,Ballantine Books,,,,,,
The Boomer Bible,R. F. Laird,Workman Publishing Company,,,,,,
Cut Stones And Crossroads: A Journey In The Two Worlds Of Peru,Ronald Wright,Viking Adult,,,,,,
Kissed A Sad Goodbye (Duncan Kincaid/Gemma James Novels),Deborah Crombie,Bantam,,,,,,
Dreaming Of The Bones,Deborah Crombie,Scribner,,,,,,
The Chymical Wedding,Lindsay Clarke,Ballantine Books,,,,,,
Alexander Hamilton,Ron Chernow,The Penguin Press,,,,,,
Washington's Crossing (Pivotal Moments In American History),David Hackett Fischer,"Oxford University Press, USA",,,,,,
The Riddle Of The Compass: The Invention That Changed The World,Amir D. Aczel,Mariner Books,,,,,,
Database Programming With JDBC And Java,George Reese,O'Reilly Media,,,,,,
Mastering Jakarta Struts,James Goodwill,Wiley,,,,,,
Java Enterprise Best Practices,"Robert Eckstein,J. Steven Perry,O'Reilly Authors",O'Reilly Media,,,,,,
Java Database Best Practices,George Reese,O'Reilly Media,,,,,,
The Secrets Of Baking: Simple Techniques For Sophisticated Desserts,Sherry Yard,Houghton Mifflin Harcourt,,,,,,
True Notebooks: A Writer's Year At Juvenile Hall,Mark Salzman,Vintage,,,,,,
Mountains Beyond Mountains: Healing The World: The Quest Of Dr. Paul Farmer,Tracy Kidder,Random House,,,,,,
ADD-Friendly Ways To Organize Your Life,"Judith Kolberg,Kathleen Nadeau",Routledge,,,,,,
What Does Everybody Else Know That I Don't?: Social Skills Help For Adults With Attention Deficit/Hyperactivity Disorder,"Michele Novotni PhD,Randy Petersen",Specialty Press/A.D.D. Warehouse,,,,,,
Seven Myths Of The Spanish Conquest,Matthew Restall,"Oxford University Press, USA",,,,,,
REPORT FROM IRON MOUNTAIN: On The Possibility And Desirability Of Peace,"Leonard C. Lewin,Victor Navasky",Free Press,,,,,,
Zen And The Art Of Making A Living: A Practical Guide To Creative Career Design,Laurence G. Boldt,Penguin (Non-Classics),,,,,,
1421 THE YEAR CHINA DISCOVERED AMERICA,Gavin Menzies,William Morrow,,,,,,
Autobiography Of A Face,"Lucy Grealy,Ann Patchett",Harper Perennial,,,,,,
Celebrate!,Sheila Lukins,Workman Publishing Company,,,,,,
Thieves In High Places: They've Stolen Our Country And It's Time To Take It Back,Jim Hightower,Plume,,,,,,
"Dresden: Tuesday, February 13, 1945",Frederick Taylor,HarperCollins,,,,,,
"Operatives, Spies, And Saboteurs: The Unknown Story Of The Men And Women Of World War II's OSS",Patrick K. O'Donnell,Free Press,,,,,,
The White Rock: An Exploration Of The Inca Heartland,Hugh Thomson,Overlook Hardcover,,,,,,
"Why Zebras Don't Get Ulcers: An Updated Guide To Stress, Stress Related Diseases, And Coping (2nd Edition)",Robert M. Sapolsky,W. H. Freeman,,,,,,
Beyond Belief: The Secret Gospel Of Thomas,Elaine Pagels,Vintage,,,,,,
First Things First,"Stephen R. Covey,A. Roger Merrill,Rebecca R. Merri",Free Press,,,,,,
The Transitive Vampire,Karen Elizabeth Gordon,Crown,,,,,,
On Borrowed Words: A Memoir Of Language,Ilan Stavans,Viking Adult,,,,,,
The Shroud,John Coyne,Berkley,,,,,,
Isles Of The Blest,Morgan Llywelyn,Ace,,,,,,
The State Of The Earth Atlas,Joni Seager,Simon &amp; Schuster,,,,,,
Another Roadside Attraction,Tom Robbins,Bantam,,,,,,
The Three-Arched Bridge,Ismail Kadare,Vintage,,,,,,
Don't Call It Night (Harvest In Translation),Amos Oz,Mariner Books,,,,,,
Healing ADD: The Breakthrough Program That Allows You To See And Heal The 6 Types Of ADD,Daniel G. Amen,Berkley Trade,,,,,,
Answers To Distraction,"Edward M. Hallowell,John J. Ratey",Bantam,,,,,,
Driven To Distraction : Recognizing And Coping With Attention Deficit Disorder From Childhood Through Adulthood,"Edward M. Hallowell,John J. Ratey",Touchstone,,,,,,
"A.D.D. &amp; Romance: Finding Fulfillment In Love, Sex, &amp; Relationships","Jonathan Halverstadt,Daniel Amen",Taylor Trade Publishing,,,,,,
Healing ADD : Simple Exercises That Will Change Your Daily Life,"Thom Hartmann,Richard Bandler",Underwood-Miller,,,,,,
ADD Success Stories: A Guide To Fulfillment For Families With Attention Deficit Disorder,"Thom Hartmann,John J. Ratey",Underwood Books,,,,,,
"You Mean I'm Not Lazy, Stupid Or Crazy?! A Self-Help Book For Adults With Attention Deficit Disorder","Kate Kelly,Peggy Ramundo",Scribner,,,,,,
Scattered:  How Attention Deficit Disorder Originates And What You Can Do About It,Gabor Mate,Plume,,,,,,
"Adventures In Fast Forward: Life, Love, And Work For The ADD Adult",Kathleen G. Nadeu,Brunner/Mazel,,,,,,
"A User's Guide To The Brain: Perception, Attention, And The Four Theaters Of The Brain",John J. Ratey,Vintage,,,,,,
A.D.D. And Creativity: Tapping Your Inner Muse,Lynn Weiss,Taylor Trade Publishing,,,,,,
"ADHD In Adulthood: A Guide To Current Theory, Diagnosis, And Treatment","Margaret Weiss,Lily Trokenberg Hechtman,Gabrielle",The Johns Hopkins University Press,,,,,,
A.D.D. On The Job: Making Your A.D.D. Work For You,Lynn Weiss,Taylor Trade Publishing,,,,,,
Attention Deficit Disorder In Adults: Practical Help And Understanding,Lynn Weiss,Taylor Trade Publishing,,,,,,
Journeys Through ADDulthood,Sari Solden,Walker &amp; Company,,,,,,
Women With Attention Deficit Disorder: Embracing Disorganization At Home And In The Workplace,Sari Solden,Underwood Books,,,,,,
Edgar Allen Poe Poems (American Poetry),"Edgar Allan Poe,Lisa Lipkin",Book Sales,,,,,,
"Thom Hartmann's Complete Guide To ADHD: Help For Your Family At Home, School And Work","Thom Hartmann,Peter Jaksa,Lucy Jo Palladino",Underwood Books,,,,,,
Death In The Andes,"Mario Vargas Llosa,Edith Grossman",Penguin (Non-Classics),,,,,,
The Notebooks Of Don Rigoberto,"Mario Vargas Llosa,Edith Grossman",Penguin (Non-Classics),,,,,,
Last Kabbalist Of Lisbon,Richard Zimler,Overlook Hardcover,,,,,,
Embers,"S?dor M?ai,Carol Brown Janeway",Alfred A. Knopf,,,,,,
The English Assassin,Daniel Silva,Signet,,,,,,
The Orchid Thief: A True Story Of Beauty And Obsession (Ballantine Reader's Circle),Susan Orlean,Ballantine Books,,,,,,
The Conscience Of A Liberal: Reclaiming The Compassionate Agenda,Senator Paul Wellstone,Univ Of Minnesota Press,,,,,,
Sunlight And Shadow,"Sue Boggio,Mare Pearl",NAL Trade,,,,,,
Evolution's Darling,Scott Westerfeld,Running Press,,,,,,
The Immaculate Deception,Iain Pears,Pocket,,,,,,
Death And Restoration (Art History Mystery),Iain Pears,Berkley,,,,,,
Giotto's Hand (Art History Mystery),Iain Pears,Berkley,,,,,,
The Titian Committee (Art History Mystery),Iain Pears,Berkley,,,,,,
Cat's Eye,Margaret Atwood,Anchor,,,,,,
Dead Souls (Penguin Classics),"Nikolai Gogol,David Magarshack",Penguin Classics,,,,,,
The Brothers Karamazov (Signet Classics),"Fyodor Dostoyevsky,Constance Garnett,Manuel Komrof",Signet Classics,,,,,,
Hard Times,Charles Dickens,Signet Classics,,,,,,
Things Fall Apart,Chinua Achebe,Fawcett,,,,,,
The Fiancee And Other Stories (Penguin Classics),"Anton Chekhov,Ronald Wilks,Ronald Wilks",Penguin Classics,,,,,,
The Famous Thing About Death: And Other Stories,Lisa Sandlin,Cinco Puntos Press,,,,,,
American Earthquakes,Constance Urdang,Coffee House Press,,,,,,
Eat Me,Linda Jaivin,Broadway,,,,,,
Phantom,Susan Kay,Island Books,,,,,,
Glory,Vladimir Nabokov,Vintage,,,,,,
Laughter In The Dark,Vladimir Nabokov,Vintage,,,,,,
Ingenious Pain,Andrew Miller,Houghton Mifflin Harcourt,,,,,,
In The Cut,Susanna Moore,Onyx,,,,,,
The Breast,Philip Roth,"Holt, Rinehart And Winston",,,,,,
The Moon And The Sun,Vonda N. McIntyre,Pocket,,,,,,
The Strange Files Of Fremont Jones: A Fremont Jones Mystery (Fremont Jones Mysteries),Dianne Day,Crimeline,,,,,,
The Last World,Christoph Ransmayr,Grove Press,,,,,,
The Storyteller,"Mario Vargas Llosa,Helen Lane",Penguin Books,,,,,,
The Silver Wolf,Alice Borchardt,Del Rey,,,,,,
The Mother Tongue,Bill Bryson,William Morrow Paperbacks,,,,,,
Pritikin/weight Loss,Nathan Pritikin,Bantam,,,,,,
MOON SPENDER,Jonathan Gash,Penguin Books,,,,,,
Why Suicide?,Jerry Johnston,Oliver-Nelson Books,,,,,,
Lipshtick,Gwen Macsai,Harper,,,,,,
Zen In The Art Of Writing: Essays On Creativity,Ray Bradbury,Joshua Odell Editions,,,,,,
Pathway To Ecstasy: The Way Of The Dream Mandala,Patricia L Garfield,"Holt, Rinehart And Winston",,,,,,
The Opposite Of Fate,Amy Tan,Putnam Adult,,,,,,
I Wish I Had A Red Dress,Pearl Cleage,William Morrow Paperbacks,,,,,,
Jasmine,Bharati Mukherjee,Fawcett,,,,,,
P.M.S. Attacks And Other Inconveniences Of Life,Steven Phillips,Ten Speed Press,,,,,,
Don't Go To The Cosmetics Counter Without Me: An Eye-Opening Guide To Brand-Name Cosmetics (Don't Go To The Cosmetic Counter Without Me),Paula Begoun,Beginning Pr,,,,,,
Clan Of The Cave Bear,Jean Auel,Bantam Doubleday Dell,,,,,,
Hornet Flight,Ken Follett,Dutton Adult,,,,,,
CRASH (Cyberseries),Nan Mccarthy,Pocket,,,,,,
CONNECT (Griffin &amp; Sabine For The '90s),Nan Mccarthy,Pocket,,,,,,
Chat (Griffin &amp; Sabine For The '90s),Nan Mccarthy,Pocket,,,,,,
Brothers And Sisters,Bebe Moore Campbell,G. P. Putnam's Sons,,,,,,
Sisters,"Carol Saline,Sharon J. Wohlmuth",Running Press,,,,,,
Planet Of The Umps: A Baseball Life From Behind The Plate,"Ken Kaiser,David Fisher",St. Martin's Paperbacks,,,,,,
Teach Yourself Visually HTML,Ruth Maran,Visual,,,,,,
"Aaron, Approximately",Zachary Lazar,Harper Perennial,,,,,,
Uncle John's Absolutely Absorbing Bathroom Reader (Uncle John's Bathroom Reader #12),Bathroom Readers' Institute,Portable Press,,,,,,
Uncle John's Great Big Bathroom Reader,Bathroom Readers' Institute,Portable Press,,,,,,
Uncle John's Ultimate Bathroom Reader (Uncle John's Bathroom Reader #8),Bathroom Readers' Institute,Portable Press,,,,,,
And Then The Shark Told Justin . . . : A Collection Of The Greatest True Golf Stories Ever Told,"Don Wade,Nancy Lopez",McGraw-Hill Companies,,,,,,
The Don't Sweat Guide To Holidays: Enjoying The Festivities And Letting Go Of The Tension (Don't Sweat Guides),Editors Of Don't Sweat Press,Hyperion,,,,,,
Dead Water,Victoria Houston,Berkley,,,,,,
The Bridges Of Madison County,Robert James Waller,Grand Central Publishing,,,,,,
The Worst Case Scenario Survival Handbook: Travel,"Joshua Piven,David Borgenicht,Brenda Brown",Chronicle Books,,,,,,
The Pardon (Jack Swyteck),James Grippando,Harper,,,,,,
Best Of Gravestone Humor,"Louis S. Schafer,Elise Chanowitz",Sterling Pub Co Inc,,,,,,
Wildlife Preserves,Gary Larson,Andrews McMeel Publishing,,,,,,
"Walter Gretzky: On Family, Hockey And Healing",Walter Gretzky,Random House Canada,,,,,,
"Bell, Cook, And Candle: An Angie Amalfi Mystery",Joanne Pence,Avon,,,,,,
Survivor : The Ultimate Game,"Mark Burnett,Martin Dugard",TV Books,,,,,,
The Wonderful Story Of Henry Sugar And Six More,Roald Dahl,Bantam Doubleday Dell,,,,,,
Memories Of Anne Frank: Reflections Of A Childhood Friend,Alison Gold,Scholastic Paperbacks,,,,,,
Uncle John's Bathroom Reader:   Plunges Into History,The Bathroom Readers' Hysterical Society,Portable Press,,,,,,
Uncle John's All-Purpose Extra-Strength Bathroom Reader (Uncle John's Bathroom Reader #13),Bathroom Readers' Institute,Portable Press,,,,,,
Uncle John's Supremely Satisfying Bathroom Reader,Bathroom Readers' Institute,Portable Press,,,,,,
Canadian Ghost Stories,"Barbara Smith,Arlana Anderson-Hale",Lone Pine Publishing,,,,,,
Birds Of Calgary (Canadian City Bird Guides),"Robin Bovey,Ewa Pluciennik",Lone Pine Publishing,,,,,,
Birds Of Alberta (Lone Pine Field Guides),"Chris C. Fisher,John Acorn,Gary Ross",Lone Pine Publishing,,,,,,
2001: A Space Odyssey,Arthur C. Clarke,Roc,,,,,,
Motherhood Is Not For Wimps,"Jerry Scott,Rick Kirkman",Andrews McMeel Publishing,,,,,,
"The Travel Detective: How To Get The Best Service And The Best Deals From Airlines, Hotels, Cruise Ships, And Car Rental Agencies",Peter Greenberg,Villard,,,,,,
The Rock And Roll Collection: Easy Guitar (Paperback Songs),Hal Leonard Corp.,Hal Leonard Corporation,,,,,,
Numbering The People,D. V. Glass,Saxon House,,,,,,
The Narrowback,Michael Ledwidge,Pocket,,,,,,
The Carrier,Holden Scott,St. Martin's Paperbacks,,,,,,
Safe Harbor,Eugene Izzi,Avon,,,,,,
Sherman's Lagoon 1991 To 2001: Greatest Hits And Near Misses,Jim Toomey,Andrews McMeel Publishing,,,,,,
Happiness: A Novel,Will Ferguson,Harper Perennial,,,,,,
The Lamorna Wink,Martha Grimes,Onyx,,,,,,
"If You Didn't Want Grits, How Come You Ordered Breakfast? (The Best Of That's Jake)",Jake Vest,Sentinel Communications Co.,,,,,,
Hard Fall,Ridley Pearson,Hyperion,,,,,,
Food Repair Handbook,Michelle Berriedale-Johnson,TBS The Book Service Ltd,,,,,,
Think Ifruity: A Foxtrot Collection,Bill Amend,Andrews McMeel Publishing,,,,,,
The Unofficial Guide To Disneyland 1999 (Serial),Arthur Frommer,Macmillan General Reference,,,,,,
Rumours Of A Hurricane,Tim Lott,Viking,,,,,,
How To Be A TV Quiz Show Millionaire,Consumer Guide Editors,Consumer Guide,,,,,,
The Jungle Book &amp; Second Jungle Book (Wordsworth Childern's Classics) (Wordsworth Classics),Rudyard Kipling,Wordsworth Editions Ltd,,,,,,
What Do You Call A Gorilla With A Banana,Keith Faulkner,Andre Deutsch,,,,,,
Black Beauty,"Anna Sewell,Lucy Grealy",Signet Classics,,,,,,
The Church Cat Abroad (Picturemac),,MacMillan Publishing Company,,,,,,
Farmer Boy (Little House),"Laura Ingalls Wilder,Garth Williams",HarperCollins,,,,,,
The River Bank - Tales From The Wind In The Willows,Kenneth Grahame,Chartwell Books,,,,,,
The Church Mice At Bay,Graham Oakley,Macmillan Children's Books,,,,,,
THE CHURCH MICE AND THE MOON,Graham Oakley,Macmillan Children's Books,,,,,,
Cats (Single Subject References),Amanda O'Neill,Kingfisher,,,,,,
Itty Bitty Kitty Makes A Big Splash,Bob Keeshan,Fairview Press,,,,,,
Itty Bitty Kitty (The Adventures Of Itty Bitty Kitty),Bob Keeshan,Fairview Press,,,,,,
In The Light Of The Moon And Other Bedtime Stories,Sam McBratney,Kingfisher,,,,,,
The Cat And The Wizard,Dennis Lee,Key Porter Books,,,,,,
Hide And Sneak,"Michael Kusugak,Vladyana Krykorka",Annick Press,,,,,,
"Purple, Green And Yellow (Classic Munsch)","Robert N. Munsch,Helene Desputeaux",Annick Press,,,,,,
William Wegman's Farm Days,William Wegman,Hyperion,,,,,,
My Town,William Wegman,Hyperion,,,,,,
"Cat Traps (Step-Into-Reading, Step 1)",Molly Coxe,Random House Books For Young Readers,,,,,,
Alice In Wonderland Great Illustrated CL,Lewis Carroll,Baronet Books,,,,,,
Green Eggs And Ham (I Can Read It All By Myself Beginner Books),Dr. Seuss,Random House Books For Young Readers,,,,,,
Amelia Bedelia (I Can Read Book Level 2),"Peggy Parish,Fritz Siebel",HarperCollins,,,,,,
Look-Alikes Jr. : Find More Than 700 Hidden Everyday Objects,Joan Steiner,Megan Tingley,,,,,,
Ten Apples Up On Top! (Bright &amp; Early Board Books(TM)),Dr. Seuss,Random House Books For Young Readers,,,,,,
Goodnight Moon,"Margaret Wise Brown,Clement Hurd",HarperFestival,,,,,,
The House At Pooh Corner (Pooh Original Edition),"A. A. Milne,Ernest H. Shepard",Dutton Juvenile,,,,,,
The Phoenix And The Carpet (Puffin Classics),"E. Nesbit,H. R. Millar",Puffin,,,,,,
Five Children And It (Wordsworth Children's Classics) (Wordsworth Classics),Edith Nesbit,Wordsworth Editions Ltd,,,,,,
Great Day For Up (Bright &amp; Early Books(R)),Dr. Seuss,Random House Books For Young Readers,,,,,,
Millicent And The Wind (Classic Munsch),"Robert N. Munsch,Suzanne Duranceau",Annick Press,,,,,,
When We Were Very Young (Pooh Original Edition),"A. A. Milne,Ernest H. Shepard",Dutton Juvenile,,,,,,
Now We Are Six (Pooh Original Edition),"A. A. Milne,Ernest H. Shepard",Dutton Juvenile,,,,,,
Le Secret,Philippe Sollers,Gallimard,,,,,,
Mini Se D?uise,"Christine N?tlinger,Claire Le Grand",Hachette Roman,,,,,,
La Pomme,Pascale De Bourgoing,Gallimard,,,,,,
Le Tableau Du Ma?re Flamand,Arturo Perez-Reverte,Le Livre De Poche,,,,,,
Pavillon De Femmes,Pearl Buck,Le Livre De Poche,,,,,,
Un Th?Bien Fort Et Trois Tasses,Lygia Fagundes Telles,Serpent ?Plumes,,,,,,
La Cliente,Pierre Assouline,Gallimard,,,,,,
"Le Seigneur Des Anneaux, Tome 3 : Le Retour Du Roi",J.R.R. Tolkien,Pocket,,,,,,
"Le Seigneur Des Anneaux, Tome 2 : Les Deux Tours",J.R.R. Tolkien,Pocket,,,,,,
L'Homme ?L'aff?,"Julio Cort?ar,Laure Guille-Bataillon",Gallimard,,,,,,
Makhno Et Sa Juive,Joseph Kessel,Gallimard,,,,,,
Psychopolis Et Autres Nouvelles,Ian MacEwan,Gallimard,,,,,,
Gibiers D'?evage,Kenzaburo O?Marc M?r?nt,Gallimard,,,,,,
Histoire De Ma Vie,She Lao,Gallimard,,,,,,
Une Page D'histoire Et Autres Nouvelles,Romain Gary,Gallimard,,,,,,
Mygale,Jonquet,Gallimard,,,,,,
Hurlevent,Champion/Jeanne,Presses De La Renaissance,,,,,,
Moi Un Com?ien,Jacques Charon,Albin Michel,,,,,,
Elise Ou La Vraie Vie,Claire Etcherelli,Gallimard,,,,,,
Caf?Nostalgia,Zo?Vald?,Actes Sud,,,,,,
Ianto L'enrag?"Niall Griffiths,Alain Defoss?,Editions De L'Olivier,,,,,,
La Chartreuse De Parme,"Stendhal,Victor Del Litto",Librairie G??ale Fran?ise (LGF),,,,,,
Le Jardin D'Acclimatation,Navarre,Librairie Generale Francaise,,,,,,
Lettres D'amour D'un Soldat De Vingt Ans,Jacques Higelin,Librairie G??ale Fran?ise (LGF),,,,,,
Le Loup Des Steppes,"Hermann Hesse,Alexandra Cade",Le Livre De Poche,,,,,,
Treize Minutes,Nicolas Rey,J'ai Lu,,,,,,
Le Portrait De Dorian Gray,Oscar Wilde,Le Livre De Poche,,,,,,
Les Chroniques De L'oiseau ?Ressort,Haruki Murakami,Seuil,,,,,,
"Calvin Et Hobbes, Tome 20 : Il Y A Des Tr?ors Partout !",Bill Watterson,Hors Collection,,,,,,
L'usage Du Monde,Nicolas Bouvier,Payot,,,,,,
Rive Gauche,Jean Rhys,Gallimard,,,,,,
La Transparence Des Choses,"Vladimir Vladimirovich Nabokov,Donald Harper,Jean-",Gallimard,,,,,,
Roman Avec Cocaine,Agueev M,10 X 18,,,,,,
Les Fleurs Bleues,Raymond Queneau,Gallimard,,,,,,
Requiem For A Dream (Screenplay),Darren Aronofsky,Faber &amp; Faber,,,,,,
Les Exploits D'un Jeune Don Juan,Guillaume Apollinaire,Gallimard,,,,,,
La Mouette Juive,Dani?e Roth,Arl?,,,,,,
L'?ucation Sentimentale,Gustave Flaubert,Le Livre De Poche,,,,,,
L'occupation Et Autres Textes,Perros Georges,Editions Joseph K,,,,,,
"Calvin Et Hobbes, Tome 21 : Je Suis Trop G?ial",Bill Watterson,Hors Collection,,,,,,
L'oeuvre De Chair,Henri Vincenot,Gallimard,,,,,,
Hotel Styx,Navarre,Librairie Generale Francaise,,,,,,
F?e Des M?es,Navarre,Librairie Generale Francaise,,,,,,
Cinna,"Pierre Corneille,Alain Couprie",Le Livre De Poche,,,,,,
Les Grands Philosophes Et Leur Philosophie : Une Histoire Mouvement? Et Belliqueuse,Fran?is Dagognet,Les Emp?heurs De Penser En Rond,,,,,,
Pourquoi Le Monde Est-il Math?atique ?,John D. Barow,Odile Jacob,,,,,,
L'estime De Soi : S'aimer Pour Mieux Vivre Avec Les Autres,Christophe Andr?Fran?is Lelord,Odile Jacob,,,,,,
Corps De Femme,Alina Reyes,Zulma,,,,,,
Ben Laden Secret De Famille De L'Am?ique,Arundhati Roy,Gallimard,,,,,,
"En Amour, Sommes-nous Des B?es ?",Michel Serres,Le Pommier,,,,,,
Le Tueur Aveugle,"Margaret Atwood,Mich?e Albaret-Maatsch",10 X 18,,,,,,
Hier,Agota Kristof,Seuil,,,,,,
Pourquoi Lire Les Classiques,Italo Calvino,Seuil,,,,,,
Exercices De Style,Raymond Queneau,Gallimard,,,,,,
Les Oiseaux De Fra Angelico,Antonio Tabucchi,Editions 10/18,,,,,,
La Taupe,John Le Carr?http://www.openisbn.com/cover/2020479915_72.jpg,411,,,,,,
Leurre De V?it?Et Autres Nouvelles,Didier Daeninckx,Imprint Unknown,,,,,,
Le Capitaine Fracasse,Th?phile Gautier,Gallimard,,,,,,
Les Liaisons Dangereuses,Choderlos De Laclos,Le Livre De Poche,,,,,,
L'Ecriture Ou La Vie,Jorge Semprun,Gallimard,,,,,,
Samarcande,Amin Maalouf,Le Livre De Poche,,,,,,
Correspondance,"St?an Zweig,Sigmund Freud,Hans-Ulrich Lindken",Rivages,,,,,,
L'un Est L'autre : Des Relations Entre Hommes Et Femmes,Elisabeth Badinter,Le Livre De Poche,,,,,,
De Si Jolis Chevaux,Cormac McCarthy,Editions Du Seuil,,,,,,
Marcovaldo,Italo Calvino,10 X 18,,,,,,
Dans Ces Bras-l?- Prix Renaudot Des Lyc?ns 2000,Camille Laurens,P.O.L.,,,,,,
Mangeclous,Albert Cohen,Gallimard,,,,,,
Pr??itation,"Chi Li,Angel Pino,Shao Baoqing",Actes Sud,,,,,,
La Grosse Femme D'?C??Est Enceinte,Michel Tremblay,Actes Sud,,,,,,
Les Fous De Bassan,Hebert,Editions Du Seuil,,,,,,
D?ert,Jean-Marie Gustave Le Cl?io,Gallimard,,,,,,
Le Chant Du Monde,Jean Giono,Gallimard,,,,,,
Manifestes Du Surr?lisme,Breton,Editions Flammarion,,,,,,
Par-del?Bien Et Mal,"Friedrich Nietzsche,Giorgio Colli,Mazzino Montinar",Gallimard,,,,,,
Le Ch?eau,Franz Kafka,Gallimard,,,,,,
MOBY DICK  T 1,Herman Melville,Editions Gallimard,,,,,,
Je Suis N?Georges Perec,http://www.openisbn.com/cover/2020126540_72.jpg,112,,,,,,
La Salle De Bain,Jean-Philippe Toussaint,Editions De Minuit,,,,,,
Le K?n Zen : Essai Sur Le Bouddhisme Zen,Toshihiko Izutsu,Fayard,,,,,,
Le Mythe De L'int?iorit?Jacques Bouveresse,http://www.openisbn.com/cover/2707301108_72.jpg,733,,,,,,
Patience Dans L'azur,Reeves Hubert,Seuil,,,,,,
L'Intelligence Collective : Pour Une Anthropologie Du Cyberspace,Pierre Levy,La D?ouverte,,,,,,
Nous N'Avons Jamais Ete Modernes,Bruno Latour,La Decouverte Editions,,,,,,
L'Univers Ambidextre : Les Miroirs De L'espace-temps,Martin Gardner,Seuil,,,,,,
Trois D?is Pour Un Droit Mondial,Delmas-Marty Mireill,Seuil,,,,,,
Les Nouveaux Visages De La Folie,Jean-Pierre Oli?http://www.openisbn.com/cover/273810228X_72.jpg,317,,,,,,
Comment G?er Les Personnalit? Difficiles,"Fran?is Lelord,Christophe Andr?,http://www.openisbn.com/cover/2738104134_72.jpg,Editions Odile Jacob,346
Les Nourritures Affectives,Boris Cyrulnik,http://www.openisbn.com/cover/2738102158_72.jpg,Odile Jacob,244
Introduction ?L'oeuvre De Freud","Collectif,J.-D. Nasio",,,Rivages,456,,
Life On The Screen,Sherry Turkle,Simon &amp; Schuster,,,,,,
"Aie, Mes Aieux! Liens Transgenerationnels, Sectrets De Familie, Syndrome D Anniversaire Transmission Des Traumatismes Et Pratique Du Genosociogramme.",Anne Ancelin Sch?zenberger,Desclee De Brouwer Paris.,,,,,,
Sac D'os,Stephen King,Le Livre De Poche,,,,,,
Papiers Coll?,Georges Perros,Gallimard,,,,,,
Le Gai Savoir,"Friedrich Nietzsche,Marc Sautet",Le Livre De Poche,,,,,,
Mon Enfance,"Hermann Hesse,Lys Flowerday",Mille Et Une Nuits,,,,,,
"Nord Perdu, Suivi De Douze France",Nancy Huston,Actes Sud,,,,,,
Limbes - Limbo : Un Hommage ?Samuel Beckett,Nancy Huston,Actes Sud,,,,,,
Ceci N'est Pas Un Conte,Denis Diderot,Mercure De France,,,,,,
L'Enchanteur,Ren?Barjavel,Gallimard,,,,,,
Les Particules ??entaires,Michel Houellebecq,J'ai Lu,,,,,,
La M?anique Des Femmes,Louis Calaferte,Gallimard,,,,,,
Naissance Des Fant?es,Marie Darrieussecq,Gallimard,,,,,,
Suttree,Cormac McCarthy,Seuil,,,,,,
Portrait De L'artiste En Jeune Homme,"James Joyce,Jacques Aubert,Jacques Aubert,Ludmila",Gallimard,,,,,,
Nu Couch?Franck Dan,http://www.openisbn.com/cover/2020374277_72.jpg,375,,,,,,
La Conf?ence De Cintegabelle,Lydie Salvayre,Seuil,,,,,,
La Compagnie Des Spectres,Lydie Salvayre,Editions Du Seuil,,,,,,
Baise-moi,Virginie Despentes,J'ai Lu,,,,,,
"La Vie Sexuelle De Catherine M., Pr???De Pourquoi Et Comment",Catherine Millet,Seuil,,,,,,
Les Cerfs-volants,Romain Gary,Gallimard,,,,,,
Les Racines Du Ciel,Romain Gary,Gallimard,,,,,,
L'Adversaire,Emmanuel Carr?e,P.O.L.,,,,,,
D?ob?r,"Henry David Thoreau,Michel Granger,Sophie Rochefor",Editions 10/18,,,,,,
LA MORT INTIME. : Ceux Qui Vont Mourir Nous Apprennent ?Vivre,Marie De Hennezel,Robert Laffont,,,,,,
Le Surm?e,Alfred Jarry,Mille Et Une Nuits,,,,,,
Nuits D'encre,Fran?ise Rey,Pocket,,,,,,
The Dunwich Horror - L'Horreur De Dunwich,Lovecraft,Gallimard,,,,,,
L'Incandescent,Michel Serres,Le Pommier,,,,,,
Lambeaux,Charles Juliet,Gallimard,,,,,,
Effroyables Jardins,Michel Quint,Jo?le Losfeld,,,,,,
La Culture Expliqu? ?Ma Fille,Clement,Seuil,,,,,,
"M?oires D'outre-tombe, Tome 1",Fran?is-Ren?De Chateaubriand,LGF - Livre De Poche,,,,,,
